256	high	npm	postcss	8.5.18	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-r28c-9q8g-f849
261	high	npm	brace-expansion	2.1.3	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-mh99-v99m-4gvg
32	high	npm	playwright	1.55.1	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-7mvr-c777-76hp
35	high	npm	hono	4.10.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-m732-5p4w-x69g
38	high	npm	glob	10.5.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-5j98-mcp5-4vw2
40	high	npm	valibot	1.2.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-vqpr-j7v3-hqw9
42	high	npm	@modelcontextprotocol/sdk	1.24.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-w48q-cv73-mx4w
45	high	npm	react-router	7.9.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-3cgp-3xvw-98x8
48	high	npm	react-router	7.12.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-8v8x-cx79-35w7
49	high	npm	react-router	7.12.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-2w69-qvjg-hvjx
50	high	npm	@remix-run/router	1.23.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-2w69-qvjg-hvjx
53	high	npm	hono	4.11.4	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-f67f-6cw9-8mq4
54	high	npm	hono	4.11.4	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-3vhc-576x-3qv4
56	high	npm	wrangler	4.59.1	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-36p8-mvp6-cv38
63	high	npm	@modelcontextprotocol/sdk	1.26.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-345p-7cg4-v4c7
69	high	npm	minimatch	9.0.6	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-3ppc-4f35-3m26
70	high	npm	rollup	4.59.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-mw96-cpmx-2vgc
71	high	npm	minimatch	9.0.7	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-23c5-xmqv-rm74
72	high	npm	minimatch	9.0.7	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-7r86-cg39-jmmj
73	high	npm	underscore	1.13.8	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-qpx9-hpmf-5gmw
74	high	npm	hono	4.12.4	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-q5qw-h33p-qvwr
79	high	npm	undici	6.24.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-f269-vfmq-vjvj
81	high	npm	undici	6.24.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-v9p9-hfj2-hcw8
82	high	npm	undici	6.24.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-vrm6-8vpv-qv8q
84	high	npm	picomatch	4.0.4	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-c2c7-rcm5-vvqj
85	high	npm	picomatch	2.3.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-c2c7-rcm5-vvqj
89	high	npm	path-to-regexp	8.4.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-j3q9-mxjg-w52f
92	high	npm	lodash	4.18.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-r5fr-rjxr-66jc
93	high	npm	defu	6.1.5	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-737v-mqg7-c878
94	high	npm	vite	6.4.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-p9ff-h696-f583
162	low	npm	hono	4.12.18	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-hm8q-7f3q-5f36
183	low	npm	@ai-sdk/provider-utils	NO_FIX	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-866g-f22w-33x8
207	low	npm	@babel/core	7.29.6	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-4x5r-pxfx-6jf8
216	low	npm	undici	6.27.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-35p6-xmwp-9g52
219	low	npm	undici	6.27.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-g8m3-5g58-fq7m
22	low	npm	brace-expansion	2.0.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-v6h2-p8h4-qcjw
233	low	npm	body-parser	2.3.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-v422-hmwv-36x6
25	low	npm	tmp	0.2.4	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-52f5-9888-hmc6
26	low	npm	vite	6.3.6	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-jqfw-vq24-v9c3
27	low	npm	vite	5.4.20	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-jqfw-vq24-v9c3
28	low	npm	vite	6.3.6	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-g4jq-h2w9-997c
29	low	npm	vite	5.4.20	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-g4jq-h2w9-997c
37	low	npm	ai	5.0.52	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-rwvc-j5jr-mgvh
64	low	npm	qs	6.14.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-w7fw-mjwx-w883
68	low	npm	hono	4.11.10	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-gq3j-xvxp-8hrf
100	medium	npm	hono	4.12.12	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-r5rp-j6wh-rvv4
120	medium	npm	hono	4.12.14	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-458j-xx4x-4375
158	medium	npm	hono	4.12.16	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-69xw-7hcm-h432
159	medium	npm	hono	4.12.16	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-9vqf-7f2p-gf9v
161	medium	npm	hono	4.12.18	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-p77w-8qqv-26rm
163	medium	npm	hono	4.12.18	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-qp7p-654g-cw7p
166	medium	npm	postcss	8.5.10	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-qx2v-qp2m-jg93
176	medium	npm	ws	8.20.1	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-58qx-3vcg-4xpx
17	medium	npm	esbuild	0.25.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-67mh-4wv8-2f99
181	medium	npm	qs	6.15.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-q8mj-m7cp-5q26
187	medium	npm	react-router	7.13.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-f22v-gfqf-p8f3
18	medium	npm	vite	6.3.4	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-859w-5945-r5v3
191	medium	npm	react-router	7.14.1	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-2j2x-hqr9-3h42
195	medium	npm	hono	4.12.21	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-f577-qrjj-4474
197	medium	npm	hono	4.12.21	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-3hrh-pfw6-9m5x
198	medium	npm	hono	4.12.21	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-xrhx-7g5j-rcj5
199	medium	npm	hono	4.12.21	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-2gcr-mfcq-wcc3
19	medium	npm	vite	5.4.19	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-859w-5945-r5v3
205	medium	npm	markdown-it	14.2.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-6v5v-wf23-fmfq
209	medium	npm	vite	6.4.3	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-v6wh-96g9-6wx3
20	medium	npm	@cloudflare/workers-oauth-provider	0.0.5	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-4pc9-x2fx-p7vj
211	medium	npm	hono	4.12.25	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-j6c9-x7qj-28xf
212	medium	npm	hono	4.12.25	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-wwfh-h76j-fc44
214	medium	npm	hono	4.12.25	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-wgpf-jwqj-8h8p
215	medium	npm	hono	4.12.25	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-rv63-4mwf-qqc2
218	medium	npm	undici	6.27.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-p88m-4jfj-68fv
21	medium	npm	@cloudflare/workers-oauth-provider	0.0.5	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-qgp8-v765-qxx9
234	medium	npm	hono	4.12.27	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-xgm2-5f3f-mvvc
235	medium	npm	hono	4.12.27	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-w62v-xxxg-mg59
23	medium	npm	@cloudflare/vite-plugin	1.6.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-4pfg-2mw5-f8jx
246	medium	npm	valibot	1.4.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-5qjj-4xww-7phc
248	medium	npm	react-router	7.18.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-337j-9hxr-rhxg
249	medium	npm	react-router	7.18.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-wrjc-x8rr-h8h6
263	medium	npm	hono	4.12.34	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-8j4g-w8fx-2239
30	medium	npm	hono	4.9.7	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-92vj-g62v-jqhh
31	medium	npm	jsondiffpatch	0.7.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-33vc-wfww-vjfv
33	medium	npm	vite	6.4.1	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-93m4-6634-74q7
34	medium	npm	vite	5.4.21	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-93m4-6634-74q7
36	medium	npm	hono	4.10.3	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-q7jf-gf43-6x6p
39	medium	npm	body-parser	2.2.1	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-wqch-xfxh-vrr4
41	medium	npm	mdast-util-to-hast	13.2.1	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-4fh9-h7wg-q85m
43	medium	npm	qs	6.14.1	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-6rw7-vpxm-498p
47	medium	npm	react-router	7.9.6	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-9jcx-v3wj-wh4m
51	medium	npm	react-router	7.12.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-h5cw-625j-3rxh
52	medium	npm	@remix-run/server-runtime	2.17.3	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-h5cw-625j-3rxh
55	medium	npm	undici	6.23.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-g9mf-h72j-4rw9
57	medium	npm	lodash	4.17.23	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-xxjr-mmjv-4gpg
58	medium	npm	hono	4.11.7	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-r354-f388-2fhh
59	medium	npm	hono	4.11.7	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-6wqw-2p9w-4vw4
60	medium	npm	hono	4.11.7	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-w332-q679-j88p
61	medium	npm	hono	4.11.7	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-9r54-q6cx-xmh5
62	medium	npm	agents	0.3.7	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-r7x9-8ph7-w8cg
65	medium	npm	markdown-it	14.1.1	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-38c4-r59v-3vqw
66	medium	npm	agents	0.3.10	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-cvhv-6xm6-c3v4
67	medium	npm	agents	0.3.10	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-w5cr-2qhr-jqc5
75	medium	npm	hono	4.12.4	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-p6xx-57qc-3wxr
76	medium	npm	hono	4.12.4	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-5pq2-9x2x-5p6w
77	medium	npm	hono	4.12.7	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-v8w9-8mx6-g223
78	medium	npm	undici	6.24.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-2mjp-6q6p-2qxm
80	medium	npm	undici	6.24.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-4992-7rv2-5pvq
83	medium	npm	yaml	2.8.3	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-48c2-rrv3-qjmp
86	medium	npm	picomatch	4.0.4	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-3v7f-55p6-f55p
87	medium	npm	picomatch	2.3.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-3v7f-55p6-f55p
88	medium	npm	brace-expansion	2.0.3	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-f886-m6hf-6m8v
90	medium	npm	path-to-regexp	8.4.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-27v5-c462-wpq7
91	medium	npm	lodash	4.18.0	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-f23m-r3pf-42rh
95	medium	npm	vite	6.4.2	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-4w7w-66w2-5vf9
96	medium	npm	hono	4.12.12	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-wmmm-f939-6g9c
97	medium	npm	hono	4.12.12	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-xf4j-xp2r-rqqx
98	medium	npm	hono	4.12.12	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-26pp-8wgv-hjvm
99	medium	npm	hono	4.12.12	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-xpcf-pg52-r92g
157	high	pip	Twisted	26.4.0rc2	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-grgv-6hw6-v9g4
160	high	pip	langchain-core	1.3.3	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-pjwx-r37v-7724
167	high	pip	urllib3	2.7.0	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-qccp-gfcp-xxvc
168	high	pip	urllib3	2.7.0	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-mf9v-mfxr-j63j
170	high	pip	langsmith	0.8.0	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-3644-q5cj-c5c7
180	high	pip	scrapy	NO_FIX	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-h7wm-ph43-c39p
220	high	pip	cryptography	48.0.1	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-537c-gmf6-5ccf
224	high	pip	langsmith	0.8.18	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-f4xh-w4cj-qxq8
231	high	pip	soupsieve	2.8.4	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-836r-79rf-4m37
232	high	pip	soupsieve	2.8.4	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-2wc2-fm75-p42x
238	high	pip	pyasn1	0.6.4	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-hm4w-wwcw-mr6r
239	high	pip	pyasn1	0.6.4	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-8ppf-4f7h-5ppj
260	high	pip	pyasn1	0.6.4	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-m4p7-r5rc-7g4j
177	medium	pip	idna	3.15	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-65pc-fj4g-8rjx
240	high	go	google.golang.org/grpc	1.82.1	pkg/api/go.mod	GHSA-hrxh-6v49-42gf
226	medium	go	golang.org/x/net	0.55.0	pkg/api/go.mod	GHSA-5cv4-jp36-h3mw
101	high	npm	@modelcontextprotocol/sdk	1.24.0	plugins/mcp-server/package-lock.json	GHSA-w48q-cv73-mx4w
188	medium	go	github.com/quic-go/quic-go	0.59.1	plugins/packages/transport/go/go.mod	GHSA-vvgj-x9jq-8cj9
113	critical	npm	handlebars	4.7.9	sdk/web/package-lock.json	GHSA-2w6w-674q-4c4q
104	high	npm	minimatch	9.0.6	sdk/web/package-lock.json	GHSA-3ppc-4f35-3m26
105	high	npm	minimatch	9.0.7	sdk/web/package-lock.json	GHSA-23c5-xmqv-rm74
106	high	npm	minimatch	9.0.7	sdk/web/package-lock.json	GHSA-7r86-cg39-jmmj
107	high	npm	flatted	3.4.2	sdk/web/package-lock.json	GHSA-rf6f-7fwh-wjgh
108	high	npm	picomatch	2.3.2	sdk/web/package-lock.json	GHSA-c2c7-rcm5-vvqj
114	high	npm	handlebars	4.7.9	sdk/web/package-lock.json	GHSA-3mfm-83xf-c92r
115	high	npm	handlebars	4.7.9	sdk/web/package-lock.json	GHSA-9cx6-37pm-9jff
116	high	npm	handlebars	4.7.9	sdk/web/package-lock.json	GHSA-xhpv-hc6g-r9c6
117	high	npm	handlebars	4.7.9	sdk/web/package-lock.json	GHSA-xjpj-3mr7-gcpf
244	high	npm	js-yaml	3.15.0	sdk/web/package-lock.json	GHSA-52cp-r559-cp3m
245	high	npm	js-yaml	4.3.0	sdk/web/package-lock.json	GHSA-52cp-r559-cp3m
250	high	npm	brace-expansion	1.1.16	sdk/web/package-lock.json	GHSA-3jxr-9vmj-r5cp
258	high	npm	brace-expansion	2.1.2	sdk/web/package-lock.json	GHSA-3jxr-9vmj-r5cp
262	high	npm	brace-expansion	2.1.3	sdk/web/package-lock.json	GHSA-mh99-v99m-4gvg
118	low	npm	handlebars	4.7.9	sdk/web/package-lock.json	GHSA-442j-39wm-28r2
222	low	npm	@babel/core	7.29.6	sdk/web/package-lock.json	GHSA-4x5r-pxfx-6jf8
103	medium	npm	esbuild	0.25.0	sdk/web/package-lock.json	GHSA-67mh-4wv8-2f99
109	medium	npm	picomatch	2.3.2	sdk/web/package-lock.json	GHSA-3v7f-55p6-f55p
110	medium	npm	handlebars	4.7.9	sdk/web/package-lock.json	GHSA-2qvq-rjwj-gvw9
111	medium	npm	brace-expansion	2.0.3	sdk/web/package-lock.json	GHSA-f886-m6hf-6m8v
112	medium	npm	brace-expansion	1.1.13	sdk/web/package-lock.json	GHSA-f886-m6hf-6m8v
119	medium	npm	handlebars	4.7.9	sdk/web/package-lock.json	GHSA-7rx3-28cr-v5wh
229	medium	npm	js-yaml	4.2.0	sdk/web/package-lock.json	GHSA-h67p-54hq-rp68
230	medium	npm	js-yaml	3.15.0	sdk/web/package-lock.json	GHSA-h67p-54hq-rp68
1	high	npm	svgo	3.3.3	Website/package-lock.json	GHSA-xpqw-6gx7-v673
237	high	npm	svgo	3.3.4	Website/package-lock.json	GHSA-2p49-hgcm-8545
251	high	npm	postcss	8.5.12	Website/package-lock.json	GHSA-6g55-p6wh-862q
252	high	npm	postcss	8.5.18	Website/package-lock.json	GHSA-r28c-9q8g-f849
3	high	npm	picomatch	2.3.2	Website/package-lock.json	GHSA-c2c7-rcm5-vvqj
165	medium	npm	postcss	8.5.10	Website/package-lock.json	GHSA-qx2v-qp2m-jg93
2	medium	npm	yaml	2.8.3	Website/package-lock.json	GHSA-48c2-rrv3-qjmp
4	medium	npm	picomatch	2.3.2	Website/package-lock.json	GHSA-3v7f-55p6-f55p
